date,state,hospitalizedCurrently,death,positiveIncrease
2020-06-14,NE,156,216,120
2020-06-14,NH,70,318,48
2020-06-14,NJ,1391,12625,276
2020-06-14,NM,172,431,95
2020-06-14,NV,332,479,227
2020-06-14,NY,1657,24551,694
2020-06-14,OH,511,2557,300
2020-06-14,OK,149,359,158
2020-06-14,OR,133,176,101
2020-06-14,PA,852,6215,336
2020-06-14,PR,110,147,121
2020-06-14,RI,141,833,32
2020-06-14,SC,521,600,840
2020-06-14,SD,87,75,65
2020-06-14,TN,588,475,891
2020-06-14,TX,2287,1976,1843
2020-06-14,UT,178,139,332
2020-06-14,VA,958,1546,637
2020-06-14,VI,,6,0
2020-06-14,VT,26,55,2
2020-06-14,WA,229,1213,110
2020-06-14,WI,289,692,251
2020-06-14,WV,30,88,30
2020-06-14,WY,5,18,10
2020-06-13,AK,12,12,29
2020-06-13,AL,622,773,891
2020-06-13,AR,203,176,0
2020-06-13,AS,,0,0
2020-06-13,AZ,1412,1183,1540
2020-06-13,CA,4411,4989,3660
2020-06-13,CO,274,1348,175
2020-06-13,CT,233,4186,305
2020-06-13,DC,197,511,55
2020-06-13,DE,93,495,56
2020-06-13,FL,,3016,2581
2020-06-13,GA,810,2446,1018
2020-06-13,GU,,5,1
2020-06-13,HI,,17,14
2020-06-13,IA,200,650,380
2020-06-13,ID,25,87,51
2020-06-13,IL,2117,6470,673
2020-06-13,IN,871,2413,397
2020-06-13,KS,,243,0
2020-06-13,KY,410,499,500
2020-06-13,LA,542,3004,1288
2020-06-13,MA,1069,7576,336
2020-06-13,MD,799,2926,692
2020-06-13,ME,29,100,36
2020-06-13,MI,636,6013,164
2020-06-13,MN,390,1314,2
2020-06-13,MO,595,879,225
2020-06-13,MP,,2,0
2020-06-13,MS,684,889,257
2020-06-13,MT,7,18,15
2020-06-13,NC,823,1104,1427
2020-06-13,ND,35,67,42
2020-06-13,NE,157,216,198
2020-06-13,NH,76,315,42
2020-06-13,NJ,1395,12589,441
2020-06-13,NM,179,426,0
2020-06-13,NV,351,478,268
2020-06-13,NY,1734,24527,916
2020-06-13,OH,516,2554,424
2020-06-13,OK,154,359,225
2020-06-13,OR,133,174,158
2020-06-13,PA,875,6211,463
2020-06-13,PR,117,146,154
2020-06-13,RI,141,833,49
2020-06-13,SC,523,599,785
2020-06-13,SD,85,75,91
2020-06-13,TN,583,472,415
2020-06-13,TX,2242,1957,2331
2020-06-13,UT,236,139,404
2020-06-13,VA,959,1541,658
2020-06-13,VI,,6,0
2020-06-13,VT,11,55,6
2020-06-13,WA,225,1204,160
2020-06-13,WI,285,691,294
2020-06-13,WV,29,88,26
2020-06-13,WY,5,18,23
2020-06-12,AK,15,12,14
2020-06-12,AL,622,769,865
2020-06-12,AR,203,176,731
2020-06-12,AS,,0,0
2020-06-12,AZ,1336,1144,1654
2020-06-12,CA,4480,4943,2702
2020-06-12,CO,279,1339,148
2020-06-12,CT,244,4159,228
2020-06-12,DC,212,506,65
2020-06-12,DE,100,494,67
2020-06-12,FL,,2967,1902
2020-06-12,GA,836,2418,810
2020-06-12,GU,,5,1
2020-06-12,HI,,17,7
2020-06-12,IA,225,643,399
2020-06-12,ID,18,86,42
2020-06-12,IL,2209,6441,732
2020-06-12,IN,906,2396,398
2020-06-12,KS,,243,235
2020-06-12,KY,514,493,0
2020-06-12,LA,549,2996,523
2020-06-12,MA,1143,7538,392
2020-06-12,MD,836,2900,416
2020-06-12,ME,32,100,54
2020-06-12,MI,636,5990,223
2020-06-12,MN,403,1305,45
2020-06-12,MO,593,872,195
2020-06-12,MP,,2,0
2020-06-12,MS,710,881,608
2020-06-12,MT,7,18,10
2020-06-12,NC,760,1092,1768
2020-06-12,ND,35,67,36
2020-06-12,NE,164,212,290
2020-06-12,NH,73,308,31
2020-06-12,NJ,1480,12489,348
2020-06-12,NM,179,426,276
2020-06-12,NV,328,475,279
2020-06-12,NY,1898,24495,822
2020-06-12,OH,547,2508,420
2020-06-12,OK,154,359,222
2020-06-12,OR,133,173,140
2020-06-12,PA,899,6162,66
2020-06-12,PR,92,146,184
2020-06-12,RI,141,833,81
2020-06-12,SC,512,593,729
2020-06-12,SD,87,74,77
2020-06-12,TN,608,468,588
2020-06-12,TX,2166,1939,2097
2020-06-12,UT,197,139,325
2020-06-12,VA,1026,1534,564
2020-06-12,VI,,6,0
2020-06-12,VT,16,55,9
2020-06-12,WA,226,1194,266
2020-06-12,WI,287,689,354
2020-06-12,WV,29,86,21
2020-06-12,WY,5,18,18
2020-06-11,AK,18,11,18
2020-06-11,AL,647,755,856
2020-06-11,AR,187,171,448
2020-06-11,AS,,0,0
2020-06-11,AZ,1291,1127,1412
2020-06-11,CA,4534,4881,3090
2020-06-11,CO,277,1328,152
2020-06-11,CT,246,4146,114
2020-06-11,DC,238,502,52
2020-06-11,DE,109,494,50
2020-06-11,FL,,2938,1698
2020-06-11,GA,842,2375,993
2020-06-11,GU,,5,1
2020-06-11,HI,,17,3
2020-06-11,IA,242,639,387
2020-06-11,ID,26,85,40
2020-06-11,IL,2365,6363,766
2020-06-11,IN,887,2380,411
2020-06-11,KS,,240,0
2020-06-11,KY,514,493,62
2020-06-11,LA,553,2987,442
2020-06-11,MA,1260,7492,511
2020-06-11,MD,902,2875,732
2020-06-11,ME,29,100,30
2020-06-11,MI,661,5985,267
2020-06-11,MN,411,1280,219
2020-06-11,MO,537,860,203
2020-06-11,MP,,2,0
2020-06-11,MS,655,868,0
2020-06-11,MT,7,18,2
2020-06-11,NC,812,1064,1310
2020-06-11,ND,32,67,39
2020-06-11,NE,175,195,142
2020-06-11,NH,81,301,46
2020-06-11,NJ,1512,12443,470
2020-06-11,NM,197,410,145
2020-06-11,NV,337,475,235
2020-06-11,NY,2042,24442,736
2020-06-11,OH,563,2490,429
2020-06-11,OK,153,357,146
2020-06-11,OR,130,171,177
2020-06-11,PA,946,6113,467
2020-06-11,PR,91,144,23
2020-06-11,RI,146,823,87
2020-06-11,SC,494,588,682
2020-06-11,SD,87,73,61
2020-06-11,TN,606,441,477
2020-06-11,TX,2008,1920,1826
2020-06-11,UT,188,131,388
2020-06-11,VA,1069,1520,470
2020-06-11,VI,,6,0
2020-06-11,VT,12,55,15
2020-06-11,WA,226,1190,278
2020-06-11,WI,306,682,371
2020-06-11,WV,38,85,24
2020-06-11,WY,7,18,29
2020-06-10,AK,22,11,20
2020-06-10,AL,629,744,567
2020-06-10,AR,181,165,288
2020-06-10,AS,,0,0
2020-06-10,AZ,1274,1095,1556
2020-06-10,CA,4719,4776,2702
2020-06-10,CO,305,1312,164
2020-06-10,CT,270,4120,168
2020-06-10,DC,245,499,63
2020-06-10,DE,108,493,36
2020-06-10,FL,,2889,1371
2020-06-10,GA,817,2329,731
2020-06-10,GU,,5,2
2020-06-10,HI,,17,6
2020-06-10,IA,245,630,315
2020-06-10,ID,20,85,31
2020-06-10,IL,2458,6273,625
2020-06-10,IN,894,2355,304
2020-06-10,KS,,240,162
2020-06-10,KY,508,484,175
2020-06-10,LA,549,2968,418
2020-06-10,MA,1345,7454,267
2020-06-10,MD,955,2844,561
2020-06-10,ME,27,100,31
2020-06-10,MI,661,5952,15
2020-06-10,MN,427,1267,333
2020-06-10,MO,533,848,274
2020-06-10,MP,,2,0
2020-06-10,MS,655,868,715
2020-06-10,MT,7,18,7
2020-06-10,NC,780,1053,1011
2020-06-10,ND,33,67,40
2020-06-10,NE,181,191,131
2020-06-10,NH,80,294,53
2020-06-10,NJ,1701,12377,550
2020-06-10,NM,193,404,43
2020-06-10,NV,359,474,134
2020-06-10,NY,2190,24404,674
2020-06-10,OH,575,2457,413
2020-06-10,OK,150,355,117
2020-06-10,OR,136,169,72
2020-06-10,PA,992,6062,410
2020-06-10,PR,97,143,144
2020-06-10,RI,148,812,104
2020-06-10,SC,513,575,531
2020-06-10,SD,101,69,81
2020-06-10,TN,624,436,486
2020-06-10,TX,2153,1885,2504
2020-06-10,UT,223,128,305
2020-06-10,VA,1155,1514,439
2020-06-10,VI,,6,1
2020-06-10,VT,11,55,11
2020-06-10,WA,238,1176,277
2020-06-10,WI,328,671,336
2020-06-10,WV,24,85,19
2020-06-10,WY,8,18,10
2020-06-09,AK,12,11,10
2020-06-09,AL,600,729,497
2020-06-09,AR,173,161,340
2020-06-09,AS,,0,0
2020-06-09,AZ,1243,1070,618
2020-06-09,CA,4583,4697,2170
2020-06-09,CO,304,1292,182
2020-06-09,CT,293,4097,87
2020-06-09,DC,255,495,85
2020-06-09,DE,108,492,48
2020-06-09,FL,,2851,1096
2020-06-09,GA,834,2285,752
2020-06-09,GU,,5,1
2020-06-09,HI,,17,1
2020-06-09,IA,255,624,249
2020-06-09,ID,23,83,50
2020-06-09,IL,2573,6196,797
2020-06-09,IN,853,2339,410
2020-06-09,KS,,236,0
2020-06-09,KY,525,477,232
2020-06-09,LA,568,2957,562
2020-06-09,MA,1397,7408,263
2020-06-09,MD,970,2811,500
2020-06-09,ME,29,100,18
2020-06-09,MI,661,5951,63
2020-06-09,MN,455,1228,430
2020-06-09,MO,533,840,179
2020-06-09,MP,,2,2
2020-06-09,MS,598,837,0
2020-06-09,MT,5,18,6
2020-06-09,NC,774,1029,676
2020-06-09,ND,32,65,21
2020-06-09,NE,176,188,118
2020-06-09,NH,78,286,36
2020-06-09,NJ,1736,12303,299
2020-06-09,NM,183,400,122
2020-06-09,NV,350,472,244
2020-06-09,NY,2344,24348,683
2020-06-09,OH,639,2421,325
2020-06-09,OK,148,353,158
2020-06-09,OR,145,169,66
2020-06-09,PA,1032,6014,493
2020-06-09,PR,95,142,139
2020-06-09,RI,144,808,68
2020-06-09,SC,541,568,428
2020-06-09,SD,90,68,52
2020-06-09,TN,587,435,631
2020-06-09,TX,2056,1853,1637
2020-06-09,UT,230,127,237
2020-06-09,VA,1169,1496,487
2020-06-09,VI,,6,0
2020-06-09,VT,16,55,9
2020-06-09,WA,205,1161,272
2020-06-09,WI,505,661,300
2020-06-09,WV,24,84,16
2020-06-09,WY,8,17,10
2020-06-08,AK,7,10,19
2020-06-08,AL,,718,425
2020-06-08,AR,171,155,314
2020-06-08,AS,,0,0
2020-06-08,AZ,1266,1047,789
2020-06-08,CA,4506,4653,2507
2020-06-08,CO,322,1274,153
2020-06-08,CT,324,4084,124
2020-06-08,DC,268,491,57
2020-06-08,DE,113,490,30
2020-06-08,FL,,2798,966
2020-06-08,GA,819,2208,599
2020-06-08,GU,,5,0
2020-06-08,HI,,17,2
2020-06-08,IA,265,612,320
2020-06-08,ID,29,83,0
2020-06-08,IL,2496,6102,1382
2020-06-08,IN,902,2316,226
2020-06-08,KS,,236,257
2020-06-08,KY,486,472,189
2020-06-08,LA,582,2944,234
2020-06-08,MA,1415,7353,190
2020-06-08,MD,979,2776,431
2020-06-08,ME,37,99,18
2020-06-08,MI,661,5942,135
2020-06-08,MN,452,1208,448
2020-06-08,MO,611,819,181
2020-06-08,MP,,2,1
2020-06-08,MS,598,837,498
2020-06-08,MT,2,18,3
2020-06-08,NC,739,1006,938
2020-06-08,ND,29,62,19
2020-06-08,NE,166,188,91
2020-06-08,NH,86,286,24
2020-06-08,NJ,1740,12214,333
2020-06-08,NM,177,396,140
2020-06-08,NV,339,469,137
2020-06-08,NY,2371,24299,702
2020-06-08,OH,644,2404,361
2020-06-08,OK,158,348,55
2020-06-08,OR,137,164,114
2020-06-08,PA,1174,5953,351
2020-06-08,PR,107,142,61
2020-06-08,RI,146,799,45
2020-06-08,SC,507,557,514
2020-06-08,SD,92,65,33
2020-06-08,TN,617,421,563
2020-06-08,TX,1935,1830,638
2020-06-08,UT,182,124,256
2020-06-08,VA,1173,1477,570
2020-06-08,VI,,6,0
2020-06-08,VT,13,55,12
2020-06-08,WA,213,1159,313
2020-06-08,WI,528,646,222
2020-06-08,WV,24,84,9
2020-06-08,WY,7,17,13
2020-06-07,AK,7,10,8
2020-06-07,AL,,692,457
2020-06-07,AR,145,154,325
2020-06-07,AS,,0,0
2020-06-07,AZ,1252,1044,1438
2020-06-07,CA,4525,4626,2796
2020-06-07,CO,299,1274,233
2020-06-07,CT,333,4071,150
2020-06-07,DC,285,489,63
2020-06-07,DE,103,488,97
2020-06-07,FL,,2786,1180
2020-06-07,GA,783,2180,589
2020-06-07,GU,,5,0
2020-06-07,HI,,17,9
2020-06-07,IA,269,604,189
2020-06-07,ID,33,83,28
2020-06-07,IL,2550,5904,867
2020-06-07,IN,913,2303,400
2020-06-07,KS,,232,0
2020-06-07,KY,495,470,0
2020-06-07,LA,575,2936,330
2020-06-07,MA,1442,7316,304
2020-06-07,MD,1003,2749,491
2020-06-07,ME,34,99,46
2020-06-07,MI,864,5927,55
2020-06-07,MN,450,1197,135
2020-06-07,MO,657,809,111
2020-06-07,MP,,2,1
2020-06-07,MS,585,817,501
2020-06-07,MT,2,18,5
2020-06-07,NC,696,996,921
2020-06-07,ND,28,59,45
2020-06-07,NE,167,188,164
2020-06-07,NH,84,283,0
2020-06-07,NJ,1882,12176,271
2020-06-07,NM,176,392,128
2020-06-07,NV,348,465,189
2020-06-07,NY,2427,24259,781
2020-06-07,OH,603,2377,365
2020-06-07,OK,158,348,147
2020-06-07,OR,121,164,146
2020-06-07,PA,1174,5943,506
2020-06-07,PR,105,142,70
2020-06-07,RI,182,772,49
2020-06-07,SC,477,546,370
2020-06-07,SD,87,65,71
2020-06-07,TN,561,418,310
2020-06-07,TX,1878,1830,1425
2020-06-07,UT,207,121,268
2020-06-07,VA,1186,1472,1284
2020-06-07,VI,,6,0
2020-06-07,VT,14,55,17
2020-06-07,WA,205,1153,192
2020-06-07,WI,491,647,275
2020-06-07,WV,28,84,13
2020-06-07,WY,4,17,8
2020-06-06,AK,7,10,12
2020-06-06,AL,,689,656
2020-06-06,AR,154,154,450
2020-06-06,AS,,0,0
2020-06-06,AZ,1278,1042,1119
2020-06-06,CA,4526,4559,3115
2020-06-06,CO,299,1274,255
2020-06-06,CT,333,4055,358
2020-06-06,DC,276,483,70
2020-06-06,DE,117,485,72
2020-06-06,FL,,2773,1270
2020-06-06,GA,788,2174,688
2020-06-06,GU,,5,0
2020-06-06,HI,,17,9
2020-06-06,IA,299,598,326
2020-06-06,ID,24,83,57
2020-06-06,IL,2702,5864,975
2020-06-06,IN,926,2292,419
2020-06-06,KS,,232,0
2020-06-06,KY,495,470,310
2020-06-06,LA,582,2925,497
2020-06-06,MA,1529,7289,575
2020-06-06,MD,1059,2740,712
2020-06-06,ME,35,98,42
2020-06-06,MI,864,5916,93
2020-06-06,MN,473,1181,165
2020-06-06,MO,666,809,189
2020-06-06,MP,,2,0
2020-06-06,MS,604,803,10
2020-06-06,MT,1,18,-1
2020-06-06,NC,708,992,1370
2020-06-06,ND,29,59,71
2020-06-06,NE,181,186,262
2020-06-06,NH,84,283,143
2020-06-06,NJ,1933,12106,557
2020-06-06,NM,175,387,319
2020-06-06,NV,348,463,194
2020-06-06,NY,2603,24212,1108
2020-06-06,OH,628,2370,353
2020-06-06,OK,158,345,96
2020-06-06,OR,121,163,92
2020-06-06,PA,1174,5931,701
2020-06-06,PR,100,142,295
2020-06-06,RI,182,772,68
2020-06-06,SC,453,545,463
2020-06-06,SD,93,65,90
2020-06-06,TN,535,417,551
2020-06-06,TX,1822,1819,1940
2020-06-06,UT,147,121,546
2020-06-06,VA,1171,1460,865
2020-06-06,VI,,6,0
2020-06-06,VT,16,55,19
2020-06-06,WA,247,1149,204
2020-06-06,WI,492,645,338
2020-06-06,WV,27,84,12
2020-06-06,WY,4,17,6
2020-06-05,AK,8,10,11
2020-06-05,AL,,676,315
2020-06-05,AR,147,152,584
2020-06-05,AS,,0,0
2020-06-05,AZ,1234,1012,1579
2020-06-05,CA,4625,4485,3094
2020-06-05,CO,319,1255,300
2020-06-05,CT,350,4038,221
2020-06-05,DC,273,475,79
2020-06-05,DE,128,485,27
2020-06-05,FL,,2745,1305
2020-06-05,GA,790,2174,774
2020-06-05,GU,,5,0
2020-06-05,HI,,17,2
2020-06-05,IA,299,592,347
2020-06-05,ID,28,83,64
2020-06-05,IL,2911,5795,1156
2020-06-05,IN,924,2258,482
2020-06-05,KS,,232,223
2020-06-05,KY,505,466,272
2020-06-05,LA,604,2912,427
2020-06-05,MA,1533,7235,494
2020-06-05,MD,1076,2702,912
2020-06-05,ME,35,98,36
2020-06-05,MI,617,5909,205
2020-06-05,MN,478,1159,398
2020-06-05,MO,666,799,196
2020-06-05,MP,,2,0
2020-06-05,MS,604,803,199
2020-06-05,MT,1,18,2
2020-06-05,NC,717,966,1289
2020-06-05,ND,30,59,39
2020-06-05,NE,190,186,251
2020-06-05,NH,86,273,81
2020-06-05,NJ,1933,12049,806
2020-06-05,NM,170,383,213
2020-06-05,NV,341,460,176
2020-06-05,NY,2728,24175,1075
2020-06-05,OH,671,2355,476
2020-06-05,OK,164,344,0
2020-06-05,OR,121,161,96
2020-06-05,PA,1174,5886,445
2020-06-05,PR,116,141,112
2020-06-05,RI,182,772,105
2020-06-05,SC,453,538,448
2020-06-05,SD,83,65,30
2020-06-05,TN,505,408,400
2020-06-05,TX,1855,1788,1693
2020-06-05,UT,133,120,439
2020-06-05,VA,1205,1453,676
2020-06-05,VI,,6,0
2020-06-05,VT,14,55,1
2020-06-05,WA,285,1138,346
2020-06-05,WI,526,633,406
2020-06-05,WV,27,84,27
2020-06-05,WY,4,17,18
2020-06-04,AK,13,10,8
2020-06-04,AL,,653,221
2020-06-04,AR,138,142,0
2020-06-04,AS,,0,0
2020-06-04,AZ,1079,996,520
2020-06-04,CA,4455,4422,2120
2020-06-04,CO,356,1254,272
2020-06-04,CT,373,4007,148
2020-06-04,DC,276,475,104
2020-06-04,DE,142,483,34
2020-06-04,FL,,2691,1419
2020-06-04,GA,807,2147,953
2020-06-04,GU,,5,1
2020-06-04,HI,,17,0
2020-06-04,IA,310,580,750
2020-06-04,ID,27,83,57
2020-06-04,IL,3044,5736,929
2020-06-04,IN,979,2231,384
2020-06-04,KS,,222,0
2020-06-04,KY,518,458,295
2020-06-04,LA,613,2883,429
2020-06-04,MA,1637,7201,471
2020-06-04,MD,1096,2668,876
2020-06-04,ME,35,95,28
2020-06-04,MI,617,5901,234
2020-06-04,MN,512,1126,401
2020-06-04,MO,599,786,290
2020-06-04,MP,,2,3
2020-06-04,MS,633,794,238
2020-06-04,MT,1,17,14
2020-06-04,NC,659,960,1189
2020-06-04,ND,32,58,27
2020-06-04,NE,211,187,255
2020-06-04,NH,88,265,46
2020-06-04,NJ,1982,11970,462
2020-06-04,NM,170,375,116
2020-06-04,NV,364,460,155
2020-06-04,NY,2849,24133,1048
2020-06-04,OH,693,2339,490
2020-06-04,OK,148,344,102
2020-06-04,OR,124,159,75
2020-06-04,PA,1174,5817,538
2020-06-04,PR,114,140,485
2020-06-04,RI,185,756,117
2020-06-04,SC,453,525,354
2020-06-04,SD,86,64,85
2020-06-04,TN,547,401,298
2020-06-04,TX,1796,1767,1649
2020-06-04,UT,164,117,316
2020-06-04,VA,1266,1445,951
2020-06-04,VI,,6,1
2020-06-04,VT,13,55,36
2020-06-04,WA,272,1135,292
2020-06-04,WI,551,626,532
2020-06-04,WV,28,78,21
2020-06-04,WY,4,17,0
2020-06-03,AK,11,10,18
2020-06-03,AL,,653,209
2020-06-03,AR,132,142,624
2020-06-03,AS,,0,0
2020-06-03,AZ,1092,981,983
2020-06-03,CA,4458,4361,2377
2020-06-03,CO,388,1228,211
2020-06-03,CT,406,3989,112
2020-06-03,DC,285,473,130
2020-06-03,DE,153,475,27
2020-06-03,FL,,2650,1317
2020-06-03,GA,815,2123,687
2020-06-03,GU,,5,1
2020-06-03,HI,,17,1
2020-06-03,IA,314,574,39
2020-06-03,ID,32,83,27
2020-06-03,IL,3173,5621,982
2020-06-03,IN,1017,2207,475
2020-06-03,KS,,222,159
2020-06-03,KY,488,450,225
2020-06-03,LA,617,2870,387
2020-06-03,MA,1684,7152,429
2020-06-03,MD,1109,2666,807
2020-06-03,ME,44,95,41
2020-06-03,MI,646,5884,279
2020-06-03,MN,537,1097,513
2020-06-03,MO,571,786,192
2020-06-03,MP,,2,0
2020-06-03,MS,602,782,302
2020-06-03,MT,1,17,2
2020-06-03,NC,684,939,888
2020-06-03,ND,34,54,33
2020-06-03,NE,194,181,266
2020-06-03,NH,97,256,64
2020-06-03,NJ,2250,11880,523
2020-06-03,NM,182,367,224
2020-06-03,NV,372,455,105
2020-06-03,NY,2978,24079,1045
2020-06-03,OH,704,2299,442
2020-06-03,OK,136,341,113
2020-06-03,OR,112,159,64
2020-06-03,PA,1164,5741,512
2020-06-03,PR,107,140,88
2020-06-03,RI,189,742,105
2020-06-03,SC,433,518,236
2020-06-03,SD,87,62,95
2020-06-03,TN,548,388,447
2020-06-03,TX,1487,1734,1703
2020-06-03,UT,150,117,295
2020-06-03,VA,1311,1428,666
2020-06-03,VI,,6,0
2020-06-03,VT,10,55,2
2020-06-03,WA,263,1129,299
2020-06-03,WI,556,616,506
2020-06-03,WV,34,78,30
2020-06-03,WY,4,17,5
2020-06-02,AK,10,10,20
2020-06-02,AL,,651,279
2020-06-02,AR,121,133,0
2020-06-02,AS,,0,0
2020-06-02,AZ,1009,941,1127
2020-06-02,CA,4393,4286,2304
2020-06-02,CO,394,1185,199
2020-06-02,CT,434,3972,239
2020-06-02,DC,295,470,29
2020-06-02,DE,157,471,80
2020-06-02,FL,,2613,617
2020-06-02,GA,828,2102,589
2020-06-02,GU,,5,2
2020-06-02,HI,,17,0
2020-06-02,IA,327,561,319
2020-06-02,ID,35,83,67
2020-06-02,IL,3238,5525,1614
2020-06-02,IN,961,2197,407
2020-06-02,KS,,217,0
2020-06-02,KY,481,442,139
2020-06-02,LA,639,2835,405
2020-06-02,MA,1657,7085,358
2020-06-02,MD,1148,2646,848
2020-06-02,ME,48,94,28
2020-06-02,MI,674,5869,290
2020-06-02,MN,537,1082,479
2020-06-02,MO,693,783,248
2020-06-02,MP,,2,1
2020-06-02,MS,584,767,268
2020-06-02,MT,1,17,4
2020-06-02,NC,716,921,626
2020-06-02,ND,34,54,21
2020-06-02,NE,,178,244
2020-06-02,NH,98,245,34
2020-06-02,NJ,2370,11770,627
2020-06-02,NM,191,362,111
2020-06-02,NV,365,452,142
2020-06-02,NY,3121,24023,1329
2020-06-02,OH,697,2258,366
2020-06-02,OK,124,339,119
2020-06-02,OR,102,157,33
2020-06-02,PA,1302,5667,612
2020-06-02,PR,106,138,62
2020-06-02,RI,188,732,107
2020-06-02,SC,425,501,267
2020-06-02,SD,89,62,33
2020-06-02,TN,565,381,821
2020-06-02,TX,1773,1698,1688
2020-06-02,UT,159,113,203
2020-06-02,VA,1362,1407,841
2020-06-02,VI,,6,0
2020-06-02,VT,10,55,5
2020-06-02,WA,232,1124,288
2020-06-02,WI,597,607,419
2020-06-02,WV,31,77,24
2020-06-02,WY,7,17,0
2020-06-01,AK,10,10,33
2020-06-01,AL,,646,460
2020-06-01,AR,115,133,190
2020-06-01,AS,,0,0
2020-06-01,AZ,968,917,187
2020-06-01,CA,4258,4251,2423
2020-06-01,CO,414,1181,280
2020-06-01,CT,454,3964,539
2020-06-01,DC,302,468,56
2020-06-01,DE,159,471,107
2020-06-01,FL,,2543,667
2020-06-01,GA,841,2074,632
2020-06-01,GU,,5,2
2020-06-01,HI,,17,1
2020-06-01,IA,339,551,145
2020-06-01,ID,30,82,0
2020-06-01,IL,3215,5412,974
2020-06-01,IN,1041,2142,256
2020-06-01,KS,,217,292
2020-06-01,KY,457,439,342
2020-06-01,LA,661,2801,425
2020-06-01,MA,1747,7035,3840
2020-06-01,MD,1174,2625,549
2020-06-01,ME,52,89,24
2020-06-01,MI,674,5843,245
2020-06-01,MN,549,1060,575
2020-06-01,MO,693,773,180
2020-06-01,MP,,2,0
2020-06-01,MS,584,739,251
2020-06-01,MT,2,17,4
2020-06-01,NC,650,898,674
2020-06-01,ND,35,50,48
2020-06-01,NE,,170,196
2020-06-01,NH,96,245,106
2020-06-01,NJ,2466,11721,473
2020-06-01,NM,182,356,65
2020-06-01,NV,361,445,95
2020-06-01,NY,3331,23959,941
2020-06-01,OH,761,2206,471
2020-06-01,OK,154,334,67
2020-06-01,OR,108,154,59
2020-06-01,PA,1302,5567,352
2020-06-01,PR,99,136,97
2020-06-01,RI,195,720,99
2020-06-01,SC,450,500,287
2020-06-01,SD,87,62,41
2020-06-01,TN,504,367,548
2020-06-01,TX,1756,1678,593
2020-06-01,UT,134,113,202
2020-06-01,VA,1371,1392,791
2020-06-01,VI,,6,1
2020-06-01,VT,16,55,2
2020-06-01,WA,245,1118,342
2020-06-01,WI,613,595,172
2020-06-01,WV,31,75,7
2020-06-01,WY,8,17,7
2020-05-31,AK,14,10,0
2020-05-31,AL,,631,544
2020-05-31,AR,115,133,240
2020-05-31,AS,,0,0
2020-05-31,AZ,973,906,681
2020-05-31,CA,4331,4213,3705
2020-05-31,CO,414,1181,485
2020-05-31,CT,481,3944,179
2020-05-31,DC,295,466,84
2020-05-31,DE,160,468,76
2020-05-31,FL,,2534,739
2020-05-31,GA,853,2042,700
2020-05-31,GU,,5,0
2020-05-31,HI,,17,2
2020-05-31,IA,341,534,308
2020-05-31,ID,34,82,36
2020-05-31,IL,3296,5390,1343
2020-05-31,IN,1050,2134,363
2020-05-31,KS,,208,0
2020-05-31,KY,480,431,240
2020-05-31,LA,678,2791,339
2020-05-31,MA,1824,6846,664
2020-05-31,MD,1183,2596,763
2020-05-31,ME,49,89,43
2020-05-31,MI,774,5818,247
2020-05-31,MN,555,1050,141
2020-05-31,MO,718,772,185
2020-05-31,MP,,2,0
2020-05-31,MS,570,734,272
2020-05-31,MT,2,17,10
2020-05-31,NC,649,886,916
2020-05-31,ND,36,48,23
2020-05-31,NE,,170,251
2020-05-31,NH,107,242,53
2020-05-31,NJ,2497,11698,837
2020-05-31,NM,189,351,131
2020-05-31,NV,336,444,98
2020-05-31,NY,3436,23905,1110
2020-05-31,OH,779,2155,479
2020-05-31,OK,154,334,88
2020-05-31,OR,117,153,58
2020-05-31,PA,1352,5555,515
2020-05-31,PR,99,136,58
2020-05-31,RI,206,718,76
2020-05-31,SC,402,494,467
2020-05-31,SD,86,62,33
2020-05-31,TN,463,364,440
2020-05-31,TX,1684,1672,1949
2020-05-31,UT,142,113,264
2020-05-31,VA,1458,1375,996
2020-05-31,VI,,6,0
2020-05-31,VT,18,55,4
2020-05-31,WA,266,1118,181
2020-05-31,WI,625,592,182
2020-05-31,WV,33,75,36
2020-05-31,WY,13,16,5
2020-05-30,AK,14,10,4
2020-05-30,AL,,618,536
2020-05-30,AR,104,133,475
2020-05-30,AS,,0,0
2020-05-30,AZ,975,903,790
2020-05-30,CA,4215,4156,2992
2020-05-30,CO,421,1181,492
2020-05-30,CT,533,3912,260
2020-05-30,DC,317,462,179
2020-05-30,DE,174,466,186
2020-05-30,FL,,2530,927
2020-05-30,GA,850,2003,616
2020-05-30,GU,,5,1
2020-05-30,HI,,17,2
2020-05-30,IA,368,531,318
2020-05-30,ID,36,82,34
2020-05-30,IL,3336,5330,1462
2020-05-30,IN,1149,2125,653
2020-05-30,KS,,208,0
2020-05-30,KY,499,418,280
2020-05-30,LA,674,2785,775
2020-05-30,MA,1904,6768,789
2020-05-30,MD,1239,2562,1027
2020-05-30,ME,46,89,56
2020-05-30,MI,774,5802,205
2020-05-30,MN,589,1036,168
2020-05-30,MO,679,771,167
2020-05-30,MP,,2,0
2020-05-30,MS,593,723,439
2020-05-30,MT,2,17,12
2020-05-30,NC,638,877,1185
2020-05-30,ND,34,48,34
2020-05-30,NE,,170,393
2020-05-30,NH,105,238,106
2020-05-30,NJ,2626,11634,764
2020-05-30,NM,193,344,129
2020-05-30,NV,371,439,145
2020-05-30,NY,3619,23848,1376
